condition_grouper_name,condition_grouper_canonical_url,condition_grouper_version,reporting_spec_grouper_snomed,reporting_spec_grouper_name,reporting_spec_grouper_canonical_url,reporting_spec_grouper_version
RSV,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/09de3a87-085a-4c72-b7ba-27caacc25ddb,2.0.0,6415009,Respiratory Syncytial Virus (RSV),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-6415009,20250328
RSV,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/09de3a87-085a-4c72-b7ba-27caacc25ddb,2.0.0,55735004,Respiratory Syncytial Virus (RSV)-Associated Mortality,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-55735004,20250328
Rubella,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/d9096a7b-0202-46e1-b526-bb3c729de7df,2.0.0,36653000,Rubella,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-36653000,20250328
Rubella,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/d9096a7b-0202-46e1-b526-bb3c729de7df,2.0.0,1857005,Congenital Rubella Syndrome (CRS),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-1857005,20250328
Salmonella,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/dbcb2fd9-fede-48e6-b931-5d6c7b0ca668,2.0.0,4834000,S. Typhi Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-4834000,20250328
Salmonella,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/dbcb2fd9-fede-48e6-b931-5d6c7b0ca668,2.0.0,79128009,S. Paratyphi Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-79128009,20250328
Salmonella,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/dbcb2fd9-fede-48e6-b931-5d6c7b0ca668,2.0.0,85904008,S. Paratyphi Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-85904008,20250328
Salmonella,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/dbcb2fd9-fede-48e6-b931-5d6c7b0ca668,2.0.0,302231008,Salmonellosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-302231008,20250328
Salmonella,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/dbcb2fd9-fede-48e6-b931-5d6c7b0ca668,2.0.0,5595000,S. Typhi Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-5595000,20250328
Scabies,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/43dfff8b-f6be-4b4a-8c6f-6d279c5e0560,2.0.0,128869009,Scabies,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-128869009,20250328
Seafood_Poisoning,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/be6be159-99d1-40ae-9c5d-3cce44b19671,2.0.0,269275003,Seafood Poisoning,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-269275003,20250328
Severe_Acute_Respiratory_Syndrome_SARS,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/354feb2f-f74c-4cdd-8f1d-2a4218096b4f,2.0.0,398447004,Severe Acute Respiratory Syndrome (SARS),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-398447004,20250328
Shigellosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/28598028-951c-4279-a3c9-fc8df94e5acf,2.0.0,36188001,Shigellosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-36188001,20250328
Silicosis_or_pneumoconiosis_due_to_dust_containing_silica,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/e838c675-ff3e-415c-bef9-3a0c691e112b,2.0.0,805002,Silicosis or pneumoconiosis due to dust containing silica,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-805002,20250328
Single_Ventricle,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/4786ffc8-1652-47df-90a5-8271f3716438,2.0.0,45503006,Single Ventricle,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-45503006,20250328
Smallpox,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/cdd2d02c-daef-4c2a-93be-09e77b2e4690,2.0.0,67924001,Smallpox,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-67924001,20250328
Snowshoe_hare_virus_disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/3109dae8-52a3-4d9d-a9b9-96e4269cd219,2.0.0,404236003,Snowshoe hare virus disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-404236003,20250328
Spina_Bifida,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/6e10bc0a-a8a4-42ff-837c-bf9ff8b878b9,2.0.0,67531005,Spina Bifida,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-67531005,20250328
Spotted_Fever_Rickettsiosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/b653b10b-31da-477e-9494-73dfc150d84c,2.0.0,186771002,Spotted Fever Rickettsiosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-186771002,20250328
St_Louis_Encephalitis_Virus_Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/3bf02bbb-b52f-44e1-9016-50de900608ed,2.0.0,416129000,St. Louis Encephalitis Virus Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-416129000,20250328
St_Louis_Encephalitis_Virus_Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/3bf02bbb-b52f-44e1-9016-50de900608ed,2.0.0,417192005,St. Louis Encephalitis Virus Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-417192005,20250328
Staphylococcal_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/8c68e1e9-691d-47b4-9aaf-095f1b4b89ea,2.0.0,419488004,Staphylococcal Enterotoxin B Poisoning,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-419488004,20250328
Staphylococcal_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/8c68e1e9-691d-47b4-9aaf-095f1b4b89ea,2.0.0,406602003,Staphylococcus aureus Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-406602003,20250328
Streptoccal_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/58980eef-1861-4ea0-95a6-486f57acf2da,2.0.0,406610002,"Streptococcal disease, invasive",https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-406610002,20250328
Streptoccal_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/58980eef-1861-4ea0-95a6-486f57acf2da,2.0.0,240451000,Streptococcal Toxic Shock Syndrome,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-240451000,20250328
Streptoccal_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/58980eef-1861-4ea0-95a6-486f57acf2da,2.0.0,406614006,"Streptococcal disease, invasive, Group A",https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-406614006,20250328
Streptoccal_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/58980eef-1861-4ea0-95a6-486f57acf2da,2.0.0,406617004,Invasive Pneumococcal Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-406617004,20250328
Streptoccal_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/58980eef-1861-4ea0-95a6-486f57acf2da,2.0.0,406612005,"Streptococcal disease, invasive, Group B",https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-406612005,20250328
Strongyloidiasis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/b7013449-4536-4626-89c5-0bbfa4a9d92e,2.0.0,1214006,Strongyloidiasis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-1214006,20250328
Suicide,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/633dd1b0-3674-4a55-adf2-381031e21a2f,2.0.0,44301001,Suicide,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-44301001,20250328
Surgical_Site_Infection_SSI,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/74bc9530-adb7-41c4-a8d3-ee51f32caf4b,2.0.0,433202001,Surgical Site Infection (SSI),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-433202001,20250328
Syphilis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/78356523-0253-421c-8230-a41bc7c44199,2.0.0,35742006,"Syphilis, Congenital",https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-35742006,20250328
Syphilis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/78356523-0253-421c-8230-a41bc7c44199,2.0.0,76272004,Syphilis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-76272004,20250328
Taeniasis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/2a59d8cc-f7a6-4ca0-b653-56f7b8117a1d,2.0.0,76172008,Taeniasis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-76172008,20250328
Tetanus,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/5ef98371-5cad-423a-9927-3399eeb036f8,2.0.0,76902006,Tetanus,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-76902006,20250328
Tetralogy_of_Fallot_TOF,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/d41c1a46-d0ae-45ee-9bd5-f3aa3e925935,2.0.0,86299006,Tetralogy of Fallot (TOF),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-86299006,20250328
Tick_Paralysis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/1160dd9a-326e-4535-a64c-aeef10f6f16d,2.0.0,74225001,Tick Paralysis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-74225001,20250328
Tickborne_relapsing_feverTBRF,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/0854d4c1-ea7d-464a-b055-be44c2cc24b9,2.0.0,10301003,Tickborne relapsing fever (TBRF),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-10301003,20250328
Total_Anomalous_Pulmonary_Venous_Connection_TAPVC,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/1fc0195d-50c9-40cb-902a-a7c39d9d2c28,2.0.0,111323005,Total Anomalous Pulmonary Venous Connection (TAPVC),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-111323005,20250328
Toxoplasmosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/2ad82970-993d-4054-9520-7e4e8b0586ee,2.0.0,187192000,Toxoplasmosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-187192000,20250328
Transposition_of_the_Great_Arteries_TGA,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/d5630219-494d-4738-99d5-b6ed0dcb2ee2,2.0.0,204296002,Transposition of the Great Arteries (TGA),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-204296002,20250328
Trichinellosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/61407f5e-9c6f-4b1f-a31b-1defe360f3ca,2.0.0,709018004,Trichinellosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-709018004,20250328
Tricuspid_Valve_Atresia_and_Stenosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/b68ce8a6-8305-43fc-b7fa-4303cf4b371a,2.0.0,4374004,Tricuspid Valve Atresia and Stenosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-4374004,20250328
Trisomy_13,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/be1ff23d-11e1-4cc4-8078-22f130bd3724,2.0.0,21111006,Trisomy 13,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-21111006,20250328
Trisomy_18,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/c321ff25-292e-4e43-88c5-af0b8675f733,2.0.0,51500006,Trisomy 18,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-51500006,20250328
Trivittatus_virus_disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/2e05140b-e3ab-4ea6-b613-32271a808e21,2.0.0,240507007,Trivittatus virus disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-240507007,20250328
Truncus_Arteriosus_Common_Truncus,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/4ef25df5-ec01-41b4-964b-f28b29c340ef,2.0.0,61959006,Truncus Arteriosus (Common Truncus),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-61959006,20250328
Tuberculosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/ef5b6d5c-bc9e-4ad2-a2b4-d50abe8d8cfd,2.0.0,56717001,Tuberculosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-56717001,20250328
Tuberculosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/ef5b6d5c-bc9e-4ad2-a2b4-d50abe8d8cfd,2.0.0,11999007,"Tuberculosis, Latent Infection (LTBI)",https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-11999007,20250328
Tularemia,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/21bdb69a-643e-405a-9a29-ef67fe9aeb1b,2.0.0,19265001,Tularemia,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-19265001,20250328
Typhus_Fever,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/682309da-ae46-4d83-84ac-4428881bc614,2.0.0,240613006,Typhus Fever,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-240613006,20250328
Vaccine_Adverse_Event,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/f5a1b09b-b30b-4ecf-a5cd-46316e605da3,2.0.0,293104008,Vaccine Adverse Event,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-293104008,20250328
Vaccinia_Disease_or_Adverse_Event,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/1e362aa1-bc25-47a7-ab90-789c39c07765,2.0.0,409636005,Vaccinia Disease or Adverse Event,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-409636005,20250328
Vancomycinresistant_Organisms,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/e9f6806a-0ee6-49c7-9d40-422c1829848d,2.0.0,404681006,Vancomycin-resistant Staphylococcus aureus (VRSA),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-404681006,20250328
Vancomycinresistant_Organisms,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/e9f6806a-0ee6-49c7-9d40-422c1829848d,2.0.0,406604002,Vancomycin-intermediate Staphylococcus aureus (VISA),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-406604002,20250328
Vancomycinresistant_Organisms,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/e9f6806a-0ee6-49c7-9d40-422c1829848d,2.0.0,406575008,Vancomycin-resistant Enterococci (VRE) Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-406575008,20250328
Varicella,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/be274630-9c08-4d85-8af6-d4b7664cf39a,2.0.0,38907003,Varicella,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-38907003,20250328
Ventilatorassociated_Event_VAE,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/5fa38c95-b9e4-4573-9576-763a0042b9ec,2.0.0,71695001,Ventilator-associated Event (VAE),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-71695001,20250328
Ventricular_septal_defect,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/5d6451b8-26f2-485e-9745-a4102849c822,2.0.0,768552007,Ventricular septal defect,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-768552007,20250328
Vesicular_Stomatitis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/10733322-695b-4e69-94e2-9e7600da87fd,2.0.0,36921006,Vesicular Stomatitis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-36921006,20250328
Vibriosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/6c565524-1651-4372-b298-7f6a748c9f6e,2.0.0,398557001,Vibriosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-398557001,20250328
Viral_Hemorrhagic_Fever_VHF,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/d31c9509-3646-4725-a8c2-ec10701dca3a,2.0.0,240523007,Viral Hemorrhagic Fever (VHF),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-240523007,20250328
West_Nile_Virus_Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/3e8a8c05-3a36-4348-9c52-1db3c060972c,2.0.0,417093003,West Nile Virus Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-417093003,20250328
Western_equine_encephalitis_virus_disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/94bb1d9a-5ef2-4e5b-bea3-a39347de37ce,2.0.0,47523006,Western equine encephalitis virus disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-47523006,20250328
Workrelated_Asthma_WRA,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/af4790a3-ba2e-419e-ac3d-d0e024399ca9,2.0.0,57607007,Work-related Asthma (WRA),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-57607007,20250328
Yellow_fever,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/b2f4f9c5-6d1a-456c-9a67-1f47e9816044,2.0.0,16541001,Yellow Fever,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-16541001,20250328
Zika_Virus_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/2236d7c1-2778-4f1e-bfda-73730632896e,2.0.0,3928002,Zika Virus Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-3928002,20250328
Acanthamoeba,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/ceef5555-ce1a-42ff-a124-6508eec46658,3.0.0,49649001,Acanthamoeba,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-49649001,20250829
Acute_Flaccid_Myelitis_AFM,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/cd811f61-3abc-47ad-8fe5-cc62ee1ceb45,3.0.0,897031002,Acute Flaccid Myelitis (AFM),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-897031002,20250829
Acute_Flaccid_Myelitis_AFM,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/cd811f61-3abc-47ad-8fe5-cc62ee1ceb45,3.0.0,47000000,Acute Flaccid Myelitis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-47000000,20250829
Acute_Flaccid_Myelitis_AFM,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/cd811f61-3abc-47ad-8fe5-cc62ee1ceb45,3.0.0,698293005,Acute Flaccid Myelitis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-698293005,20250829
Agricultural_Chemicals_Fertilizer_Poisoning,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/a13c5fc6-8719-4f3b-bb09-3073b2d6b8c6,3.0.0,216809001,Agricultural Chemicals (Fertilizer) Poisoning,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-216809001,20250829
Alphagal_Syndrome,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/3196416d-4f94-40ec-bc6f-e7f42772f459,3.0.0,788781001,Alpha-gal Syndrome,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-788781001,20250829
Amebiasis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/15819c26-779c-43ae-974e-5128875493b6,3.0.0,388759003,Amebiasis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-388759003,20250829
Anaplasmosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/1ccfa012-62ad-4792-99da-45c38933fa89,3.0.0,13906002,Anaplasmosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-13906002,20250829
Anencephaly,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/c435a017-41e6-4030-b6d1-0bda2eb05b1f,3.0.0,89369001,Anencephaly,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-89369001,20250829
Angiostrongyliasis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/6f5ef8a9-2445-4250-9be0-a2f3137d21ed,3.0.0,61750000,Angiostrongyliasis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-61750000,20250829
Animal_Bite_Injury,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/23439cd9-59c7-46e7-80c7-a23bcb9accac,3.0.0,399907009,Animal Bite Injury,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-399907009,20250829
Anophthalmia,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/74699941-8d63-4086-83c8-61322fe8908a,3.0.0,7183006,Anophthalmia,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-7183006,20250829
Anotia,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/743b7389-45ef-4fbd-bba8-cc3bafec9f63,3.0.0,57436000,Anotia,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-57436000,20250829
Anthrax,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/cee10ec6-5f3c-42c8-91af-5bc3f4ab2daf,3.0.0,409498004,Anthrax,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-409498004,20250829
Aortic_valve_stenosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/a8c9a4dd-4db2-4d19-8327-45291b77e383,3.0.0,18546004,Aortic valve stenosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-18546004,20250829
Arboviral_Disease_Other,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/ccbc2240-7996-4b24-b2ab-909fb597ade7,3.0.0,40610006,Arboviral Disease [Other],https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-40610006,20250829
Arsenic_Exposure_and_Toxicity,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/26b33744-0449-42d1-b119-a2960602095a,3.0.0,767146004,Arsenic Exposure and Toxicity,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-767146004,20250829
Asbestosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/62640327-6e96-4559-8f6b-4d305590a900,3.0.0,22607003,Asbestosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-22607003,20250829
Atrial_septal_defect,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/5aef5efd-6297-4831-803a-65fda1e7cde5,3.0.0,405752007,Atrial septal defect,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-405752007,20250829
Atrioventricular_septal_defect_Endocardial_cushion_defect,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/c1c99860-df66-42cb-8d79-c7304f2691d7,3.0.0,1237074000,Atrioventricular septal defect (Endocardial cushion defect),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-1237074000,20250829
Babesiosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/ef7e8146-c5e7-405b-8559-9b0f0675f472,3.0.0,21061004,Babesiosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-21061004,20250829
Balamuthia_mandrillaris_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/ad9b43bd-dd5d-4661-9483-e1ff862074ed,3.0.0,115635005,Balamuthia mandrillaris Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-115635005,20250829
Bartonellosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/86b5b8ff-e9fe-4aa1-813b-cfd31dc076ba,3.0.0,266123003,Bartonellosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-266123003,20250829
Baylisascariasis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/82e1bb0e-3c5d-476b-8dc3-f8cd6c8b3841,3.0.0,93614002,Baylisascariasis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-93614002,20250829
Bladder_Exstrophy,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/ec438d29-7cb3-44de-8c3a-53fe6f2c9493,3.0.0,61758007,Bladder Exstrophy,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-61758007,20250829
Blastomycosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/16cc5efb-e136-4909-bc02-6673de5badd1,3.0.0,69996000,Blastomycosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-69996000,20250829
Botulism,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/97cccfa2-2462-46d8-b50c-09ee712f1c30,3.0.0,414488002,"Botulism, Infant",https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-414488002,20250829
Botulism,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/97cccfa2-2462-46d8-b50c-09ee712f1c30,3.0.0,398565003,Botulism,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-398565003,20250829
Brucellosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/d2b6c97a-c320-4678-9ff0-b55999ec0a16,3.0.0,75702008,Brucellosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-75702008,20250829
Byssinosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/57f2ca46-ed5d-4429-bb8c-46ead0df24fe,3.0.0,85761009,Byssinosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-85761009,20250829
Cadmium_Exposure_and_Toxicity,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/ecc9f56f-0ffd-4af2-9e04-b5530da8209f,3.0.0,3398004,Cadmium Exposure and Toxicity,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-3398004,20250829
California_Serogroup_Virus_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/78c0b420-682c-4aa6-90c9-8e392e236ff6,3.0.0,418182000,California Serogroup Virus Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-418182000,20250829
Campylobacteriosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/77fd2ab0-9707-453b-8470-01dd6a986aff,3.0.0,86500004,Campylobacteriosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-86500004,20250829
Cancer,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/94a3796b-fee2-49c0-9b86-8763923f90f7,3.0.0,363346000,Cancer,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-363346000,20250829
Candida_auris_infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/ad69000f-6f42-4bcd-bc41-a28f7782b949,3.0.0,865929003,Candida auris infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-865929003,20250829
Candida_auris_infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/ad69000f-6f42-4bcd-bc41-a28f7782b949,3.0.0,3491000146109,Candida auris infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-3491000146109,20250829
